Order Number,Start Date,End Date,Line,Shift,Posting date,POT Min,POT Hour,Notification Number,Equiment,Downtime(in Secods),Breakdown,Group,Description,WERKS CODE,WERKS
000030004739,17/05/2024 00:00,17/05/2024 00:00,Line 1,1,17/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004740,17/05/2024 00:00,17/05/2024 00:00,Line 1,2,17/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004756,18/05/2024 00:00,18/05/2024 00:00,Line 1,1,18/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004757,18/05/2024 00:00,18/05/2024 00:00,Line 1,2,18/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004758,18/05/2024 00:00,18/05/2024 00:00,Line 1,1,18/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004759,18/05/2024 00:00,18/05/2024 00:00,Line 1,2,18/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004768,19/05/2024 00:00,19/05/2024 00:00,Line 1,1,19/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004769,19/05/2024 00:00,19/05/2024 00:00,Line 1,2,19/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004770,19/05/2024 00:00,19/05/2024 00:00,Line 1,2,19/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004771,19/05/2024 00:00,19/05/2024 00:00,Line 1,1,19/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010016953,20/05/2024 00:00,20/05/2024 00:00,Line 1,1,20/05/2024 00:00,615,10.25,000010067683,000000000010000970,,no breakdown,,,A112,Kaduna Noodles
000010016953,20/05/2024 00:00,20/05/2024 00:00,Line 1,1,20/05/2024 00:00,615,10.25,000010067733,000000000010000993,,no breakdown,,,A112,Kaduna Noodles
000010016953,20/05/2024 00:00,20/05/2024 00:00,Line 1,1,20/05/2024 00:00,615,10.25,000010067771,000000000010000916,47,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010016953,20/05/2024 00:00,20/05/2024 00:00,Line 1,1,20/05/2024 00:00,615,10.25,000010067682,000000000010000993,10,breakdown,E-PKCD,ENG_PACKAGING_CODING,A112,Kaduna Noodles
000010016953,20/05/2024 00:00,20/05/2024 00:00,Line 1,1,20/05/2024 00:00,615,10.25,000010067719,000000000010000993,52,breakdown,E-PKCD,ENG_PACKAGING_CODING,A112,Kaduna Noodles
000010016953,20/05/2024 00:00,20/05/2024 00:00,Line 1,1,20/05/2024 00:00,615,10.25,000010067731,000000000010000993,28,breakdown,E-PKCD,ENG_PACKAGING_CODING,A112,Kaduna Noodles
000010016953,20/05/2024 00:00,20/05/2024 00:00,Line 1,1,20/05/2024 00:00,615,10.25,000010067684,000000000010000994,23,breakdown,E-PKCD,ENG_PACKAGING_CODING,A112,Kaduna Noodles
000010016953,20/05/2024 00:00,20/05/2024 00:00,Line 1,1,20/05/2024 00:00,615,10.25,000010067772,000000000010000994,12,breakdown,E-PKCD,ENG_PACKAGING_CODING,A112,Kaduna Noodles
000010016953,20/05/2024 00:00,20/05/2024 00:00,Line 1,1,20/05/2024 00:00,615,10.25,000010067732,000000000010000995,24,breakdown,E-PKCD,ENG_PACKAGING_CODING,A112,Kaduna Noodles
000010016954,20/05/2024 00:00,21/05/2024 00:00,Line 1,2,20/05/2024 00:00,705,11.75,000010067811,000000000010000907,51,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010016954,20/05/2024 00:00,21/05/2024 00:00,Line 1,2,20/05/2024 00:00,705,11.75,000010067812,000000000010001006,42,breakdown,E-PRES,ENG_PRESSER,A112,Kaduna Noodles
000010016954,20/05/2024 00:00,21/05/2024 00:00,Line 1,2,20/05/2024 00:00,705,11.75,000010067813,000000000010001006,11,breakdown,E-PRES,ENG_PRESSER,A112,Kaduna Noodles
000010016954,20/05/2024 00:00,21/05/2024 00:00,Line 1,2,20/05/2024 00:00,705,11.75,000010067810,000000000010001008,4,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000030004780,20/05/2024 00:00,20/05/2024 00:00,Line 1,1,20/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004781,20/05/2024 00:00,20/05/2024 00:00,Line 1,2,20/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004782,20/05/2024 00:00,20/05/2024 00:00,Line 1,1,20/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004783,20/05/2024 00:00,20/05/2024 00:00,Line 1,2,20/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010017008,21/05/2024 00:00,21/05/2024 00:00,Line 1,1,21/05/2024 00:00,705,11.75,000010067964,000000000010000907,10,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010017008,21/05/2024 00:00,21/05/2024 00:00,Line 1,1,21/05/2024 00:00,705,11.75,000010067966,000000000010000907,19,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010017008,21/05/2024 00:00,21/05/2024 00:00,Line 1,1,21/05/2024 00:00,705,11.75,000010067960,000000000010000952,4,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010017008,21/05/2024 00:00,21/05/2024 00:00,Line 1,1,21/05/2024 00:00,705,11.75,000010067879,000000000010000973,10,breakdown,E-CW,ENG_CHECK_WEIGHER,A112,Kaduna Noodles
000010017008,21/05/2024 00:00,21/05/2024 00:00,Line 1,1,21/05/2024 00:00,705,11.75,000010067961,000000000010001006,17,breakdown,E-SLT,ENG_SLITTER,A112,Kaduna Noodles
000010017008,21/05/2024 00:00,21/05/2024 00:00,Line 1,1,21/05/2024 00:00,705,11.75,000010067963,000000000010001006,12,breakdown,E-SLT,ENG_SLITTER,A112,Kaduna Noodles
000010017009,21/05/2024 00:00,22/05/2024 00:00,Line 1,2,21/05/2024 00:00,705,11.75,000010068073,000000000010000907,10,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010017009,21/05/2024 00:00,22/05/2024 00:00,Line 1,2,21/05/2024 00:00,705,11.75,000010068074,000000000010000907,10,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010017009,21/05/2024 00:00,22/05/2024 00:00,Line 1,2,21/05/2024 00:00,705,11.75,000010068075,000000000010000907,10,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010017009,21/05/2024 00:00,22/05/2024 00:00,Line 1,2,21/05/2024 00:00,705,11.75,000010068160,000000000010000907,10,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010017009,21/05/2024 00:00,22/05/2024 00:00,Line 1,2,21/05/2024 00:00,705,11.75,000010068076,000000000010000987,6,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000030004826,21/05/2024 00:00,21/05/2024 00:00,Line 1,1,21/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004827,21/05/2024 00:00,21/05/2024 00:00,Line 1,2,21/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004828,21/05/2024 00:00,21/05/2024 00:00,Line 1,1,21/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004829,21/05/2024 00:00,21/05/2024 00:00,Line 1,2,21/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010017089,22/05/2024 00:00,22/05/2024 00:00,Line 1,1,22/05/2024 00:00,60,1,000010068315,000000000010000907,,no breakdown,,,A112,Kaduna Noodles
000010017089,22/05/2024 00:00,22/05/2024 00:00,Line 1,1,22/05/2024 00:00,60,1,000010068318,000000000010000907,,no breakdown,,,A112,Kaduna Noodles
000030004842,22/05/2024 00:00,22/05/2024 00:00,Line 1,1,22/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004843,22/05/2024 00:00,22/05/2024 00:00,Line 1,2,22/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004844,22/05/2024 00:00,22/05/2024 00:00,Line 1,1,22/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004849,22/05/2024 00:00,22/05/2024 00:00,Line 1,2,22/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010017137,23/05/2024 00:00,23/05/2024 00:00,Line 1,1,23/05/2024 00:00,333,5.55,000010068564,000000000010000916,20,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010017138,23/05/2024 00:00,24/05/2024 00:00,Line 1,2,23/05/2024 00:00,705,11.75,000010068673,,8,breakdown,,,A112,Kaduna Noodles
000010017138,23/05/2024 00:00,24/05/2024 00:00,Line 1,2,23/05/2024 00:00,705,11.75,000010068672,000000000010000962,10,breakdown,E-AD,ENG_AUTO DISPENSER,A112,Kaduna Noodles
000010017138,23/05/2024 00:00,24/05/2024 00:00,Line 1,2,23/05/2024 00:00,705,11.75,000010068692,000000000010000988,6,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000010017138,23/05/2024 00:00,24/05/2024 00:00,Line 1,2,23/05/2024 00:00,705,11.75,000010068702,000000000010000989,8,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000030004861,23/05/2024 00:00,23/05/2024 00:00,Line 1,1,23/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004862,23/05/2024 00:00,23/05/2024 00:00,Line 1,2,23/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004863,23/05/2024 00:00,23/05/2024 00:00,Line 1,1,23/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004864,23/05/2024 00:00,23/05/2024 00:00,Line 1,2,23/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010017202,24/05/2024 00:00,24/05/2024 00:00,Line 1,1,24/05/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010017203,24/05/2024 00:00,25/05/2024 00:00,Line 1,2,24/05/2024 00:00,705,11.75,000010068883,000000000010000988,10,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000030004879,24/05/2024 00:00,24/05/2024 00:00,Line 1,1,24/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004880,24/05/2024 00:00,24/05/2024 00:00,Line 1,2,24/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004881,24/05/2024 00:00,24/05/2024 00:00,Line 1,1,24/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004882,24/05/2024 00:00,24/05/2024 00:00,Line 1,2,24/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010017257,25/05/2024 00:00,25/05/2024 00:00,Line 1,1,25/05/2024 00:00,705,11.75,000010068879,000000000010000977,4,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010017258,25/05/2024 00:00,25/05/2024 00:00,Line 1,2,25/05/2024 00:00,295,4.916666666666667,000010069010,000000000010000977,15,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010017258,25/05/2024 00:00,25/05/2024 00:00,Line 1,2,25/05/2024 00:00,295,4.916666666666667,000010069011,000000000010000977,15,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010017258,25/05/2024 00:00,25/05/2024 00:00,Line 1,2,25/05/2024 00:00,295,4.916666666666667,000010069012,000000000010000977,15,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010017258,25/05/2024 00:00,25/05/2024 00:00,Line 1,2,25/05/2024 00:00,295,4.916666666666667,000010069013,000000000010000977,17,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000030004895,25/05/2024 00:00,25/05/2024 00:00,Line 1,1,25/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004896,25/05/2024 00:00,25/05/2024 00:00,Line 1,2,25/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004897,25/05/2024 00:00,25/05/2024 00:00,Line 1,1,25/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004898,25/05/2024 00:00,25/05/2024 00:00,Line 1,2,25/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010017388,27/05/2024 00:00,27/05/2024 00:00,Line 1,1,27/05/2024 00:00,615,10.25,000010069353,000000000010000916,15,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010017388,27/05/2024 00:00,27/05/2024 00:00,Line 1,1,27/05/2024 00:00,615,10.25,000010069356,000000000010000916,8,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010017388,27/05/2024 00:00,27/05/2024 00:00,Line 1,1,27/05/2024 00:00,615,10.25,000010069352,000000000010000916,10,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010017388,27/05/2024 00:00,27/05/2024 00:00,Line 1,1,27/05/2024 00:00,615,10.25,000010069381,000000000010001002,14,breakdown,E-RBPT,ENG_RB_PALLETISER,A112,Kaduna Noodles
000010017388,27/05/2024 00:00,27/05/2024 00:00,Line 1,1,27/05/2024 00:00,615,10.25,000010069309,000000000010001006,32,breakdown,E-SLT,ENG_SLITTER,A112,Kaduna Noodles
000010017389,27/05/2024 00:00,28/05/2024 00:00,Line 1,2,27/05/2024 00:00,705,11.75,000010069421,000000000010001002,23,breakdown,E-RBPT,ENG_RB_PALLETISER,A112,Kaduna Noodles
000010017389,27/05/2024 00:00,28/05/2024 00:00,Line 1,2,27/05/2024 00:00,705,11.75,000010069461,000000000010001533,3,breakdown,E-FHS,ENG_FLOUR_HANDLING_SYSTEM,A112,Kaduna Noodles
000010017389,27/05/2024 00:00,28/05/2024 00:00,Line 1,2,27/05/2024 00:00,705,11.75,000010069465,000000000010001536,23,breakdown,P-DEFMAT,PROD_DEFECTIVE_MATERIAL,A112,Kaduna Noodles
000030004907,27/05/2024 00:00,27/05/2024 00:00,Line 1,1,27/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004908,27/05/2024 00:00,27/05/2024 00:00,Line 1,2,27/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004909,27/05/2024 00:00,27/05/2024 00:00,Line 1,1,27/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004910,27/05/2024 00:00,27/05/2024 00:00,Line 1,2,27/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010017417,28/05/2024 00:00,28/05/2024 00:00,Line 1,1,28/05/2024 00:00,705,11.75,000010069599,000000000010001006,13,breakdown,E-PRES,ENG_PRESSER,A112,Kaduna Noodles
000010017417,28/05/2024 00:00,28/05/2024 00:00,Line 1,1,28/05/2024 00:00,705,11.75,000010069610,000000000010001008,6,breakdown,E-PRES,ENG_PRESSER,A112,Kaduna Noodles
000010017417,28/05/2024 00:00,28/05/2024 00:00,Line 1,1,28/05/2024 00:00,705,11.75,000010069597,000000000010001536,100,breakdown,P-DEFMAT,PROD_DEFECTIVE_MATERIAL,A112,Kaduna Noodles
000010017418,28/05/2024 00:00,29/05/2024 00:00,Line 1,2,28/05/2024 00:00,705,11.75,000010069700,000000000010000952,5,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010017418,28/05/2024 00:00,29/05/2024 00:00,Line 1,2,28/05/2024 00:00,705,11.75,000010069702,000000000010001006,31,breakdown,E-PRES,ENG_PRESSER,A112,Kaduna Noodles
000010017418,28/05/2024 00:00,29/05/2024 00:00,Line 1,2,28/05/2024 00:00,705,11.75,000010069701,000000000010001551,11,breakdown,E-FHS,ENG_FLOUR_HANDLING_SYSTEM,A112,Kaduna Noodles
000030004945,28/05/2024 00:00,28/05/2024 00:00,Line 1,1,28/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004946,28/05/2024 00:00,28/05/2024 00:00,Line 1,2,28/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004947,28/05/2024 00:00,28/05/2024 00:00,Line 1,1,28/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004948,28/05/2024 00:00,28/05/2024 00:00,Line 1,2,28/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010017471,29/05/2024 00:00,29/05/2024 00:00,Line 1,1,29/05/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010017472,29/05/2024 00:00,30/05/2024 00:00,Line 1,2,29/05/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000030004961,29/05/2024 00:00,29/05/2024 00:00,Line 1,1,29/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004962,29/05/2024 00:00,29/05/2024 00:00,Line 1,2,29/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004963,29/05/2024 00:00,29/05/2024 00:00,Line 1,1,29/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004964,29/05/2024 00:00,29/05/2024 00:00,Line 1,2,29/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010017528,30/05/2024 00:00,30/05/2024 00:00,Line 1,1,30/05/2024 00:00,705,11.75,000010070037,000000000010000932,9,breakdown,E-CUT,ENG_CUTTER,A112,Kaduna Noodles
000010017528,30/05/2024 00:00,30/05/2024 00:00,Line 1,1,30/05/2024 00:00,705,11.75,000010070036,000000000010001008,7,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010017529,30/05/2024 00:00,31/05/2024 00:00,Line 1,2,30/05/2024 00:00,705,11.75,000010070065,000000000010000925,82,breakdown,E-CUT,ENG_CUTTER,A112,Kaduna Noodles
000010017529,30/05/2024 00:00,31/05/2024 00:00,Line 1,2,30/05/2024 00:00,705,11.75,000010070066,000000000010000980,10,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000030004991,30/05/2024 00:00,30/05/2024 00:00,Line 1,1,30/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004992,30/05/2024 00:00,30/05/2024 00:00,Line 1,2,30/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004993,30/05/2024 00:00,30/05/2024 00:00,Line 1,1,30/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004994,30/05/2024 00:00,30/05/2024 00:00,Line 1,2,30/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010017559,31/05/2024 00:00,31/05/2024 00:00,Line 1,1,31/05/2024 00:00,705,11.75,000010070246,000000000010001012,2,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010017600,31/05/2024 00:00,01/06/2024 00:00,Line 1,2,31/05/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000030005007,31/05/2024 00:00,31/05/2024 00:00,Line 1,1,31/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005008,31/05/2024 00:00,31/05/2024 00:00,Line 1,2,31/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005009,31/05/2024 00:00,31/05/2024 00:00,Line 1,1,31/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005010,31/05/2024 00:00,31/05/2024 00:00,Line 1,2,31/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010017634,01/06/2024 00:00,01/06/2024 00:00,Line 1,1,01/06/2024 00:00,585,9.75,000010070375,000000000010000987,10,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010017635,01/06/2024 00:00,02/06/2024 00:00,Line 1,2,01/06/2024 00:00,705,11.75,000010070447,000000000010000961,13,breakdown,E-AD,ENG_AUTO DISPENSER,A112,Kaduna Noodles
000010017635,01/06/2024 00:00,02/06/2024 00:00,Line 1,2,01/06/2024 00:00,705,11.75,000010070448,000000000010000961,15,breakdown,E-AD,ENG_AUTO DISPENSER,A112,Kaduna Noodles
000010017635,01/06/2024 00:00,02/06/2024 00:00,Line 1,2,01/06/2024 00:00,705,11.75,000010070446,000000000010001007,2,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000030005031,01/06/2024 00:00,01/06/2024 00:00,Line 1,1,01/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005032,01/06/2024 00:00,01/06/2024 00:00,Line 1,2,01/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005034,01/06/2024 00:00,01/06/2024 00:00,Line 1,1,01/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005035,01/06/2024 00:00,01/06/2024 00:00,Line 1,2,01/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010017727,02/06/2024 00:00,02/06/2024 00:00,Line 1,1,02/06/2024 00:00,705,11.75,000010070498,000000000010000961,15,breakdown,E-AD,ENG_AUTO DISPENSER,A112,Kaduna Noodles
000010017728,02/06/2024 00:00,03/06/2024 00:00,Line 1,2,02/06/2024 00:00,705,11.75,000010070528,000000000010001016,4,breakdown,E-STM,ENG_STEAMER,A112,Kaduna Noodles
000030005057,02/06/2024 00:00,02/06/2024 00:00,Line 1,1,02/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005058,02/06/2024 00:00,02/06/2024 00:00,Line 1,2,02/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005059,02/06/2024 00:00,02/06/2024 00:00,Line 1,1,02/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005060,02/06/2024 00:00,02/06/2024 00:00,Line 1,2,02/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010017751,03/06/2024 00:00,03/06/2024 00:00,Line 1,1,03/06/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010017752,03/06/2024 00:00,04/06/2024 00:00,Line 1,2,03/06/2024 00:00,705,11.75,000010070731,000000000010000952,2,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000030005069,03/06/2024 00:00,03/06/2024 00:00,Line 1,1,03/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005070,03/06/2024 00:00,03/06/2024 00:00,Line 1,2,03/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005071,03/06/2024 00:00,03/06/2024 00:00,Line 1,1,03/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005072,03/06/2024 00:00,03/06/2024 00:00,Line 1,2,03/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010017839,04/06/2024 00:00,04/06/2024 00:00,Line 1,1,04/06/2024 00:00,705,11.75,000010070795,000000000010000932,38,breakdown,E-FRY,ENG_FRYER,A112,Kaduna Noodles
000010017839,04/06/2024 00:00,04/06/2024 00:00,Line 1,1,04/06/2024 00:00,705,11.75,000010070797,000000000010001006,42,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010017840,04/06/2024 00:00,05/06/2024 00:00,Line 1,2,04/06/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000030005089,04/06/2024 00:00,04/06/2024 00:00,Line 1,1,04/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005090,04/06/2024 00:00,04/06/2024 00:00,Line 1,2,04/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005091,04/06/2024 00:00,04/06/2024 00:00,Line 1,1,04/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010017873,05/06/2024 00:00,05/06/2024 00:00,Line 1,1,05/06/2024 00:00,705,11.75,000010071073,000000000010001009,2,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010017874,05/06/2024 00:00,06/06/2024 00:00,Line 1,2,05/06/2024 00:00,705,11.75,000010071136,000000000010000690,14,breakdown,U-POWER,UTI_GENERATOR,A112,Kaduna Noodles
000010017874,05/06/2024 00:00,06/06/2024 00:00,Line 1,2,05/06/2024 00:00,705,11.75,000010071137,000000000010000690,13,breakdown,U-POWER,UTI_GENERATOR,A112,Kaduna Noodles
000010017874,05/06/2024 00:00,06/06/2024 00:00,Line 1,2,05/06/2024 00:00,705,11.75,000010071132,000000000010001007,2,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000030005108,05/06/2024 00:00,05/06/2024 00:00,Line 1,1,05/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005109,05/06/2024 00:00,05/06/2024 00:00,Line 1,2,05/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005110,05/06/2024 00:00,05/06/2024 00:00,Line 1,1,05/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005111,05/06/2024 00:00,05/06/2024 00:00,Line 1,2,05/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010017909,06/06/2024 00:00,06/06/2024 00:00,Line 1,1,06/06/2024 00:00,705,11.75,000010071277,000000000010000690,44,breakdown,U-POWER,UTI_GENERATOR,A112,Kaduna Noodles
000010017909,06/06/2024 00:00,06/06/2024 00:00,Line 1,1,06/06/2024 00:00,705,11.75,000010071337,000000000010000914,4,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010017909,06/06/2024 00:00,06/06/2024 00:00,Line 1,1,06/06/2024 00:00,705,11.75,000010071273,000000000010000932,15,breakdown,E-FRY,ENG_FRYER,A112,Kaduna Noodles
000010017910,06/06/2024 00:00,07/06/2024 00:00,Line 1,2,06/06/2024 00:00,705,11.75,000010071365,000000000010000932,13,breakdown,P-CLEAN,PROD_CLEANING_ISSUES,A112,Kaduna Noodles
000010017910,06/06/2024 00:00,07/06/2024 00:00,Line 1,2,06/06/2024 00:00,705,11.75,000010071410,000000000010000952,5,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000030005170,06/06/2024 00:00,06/06/2024 00:00,Line 1,1,06/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005171,06/06/2024 00:00,06/06/2024 00:00,Line 1,2,06/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005172,06/06/2024 00:00,06/06/2024 00:00,Line 1,1,06/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005173,06/06/2024 00:00,06/06/2024 00:00,Line 1,2,06/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010017967,07/06/2024 00:00,07/06/2024 00:00,Line 1,1,07/06/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010017968,07/06/2024 00:00,08/06/2024 00:00,Line 1,2,07/06/2024 00:00,705,11.75,000010071634,000000000010000953,3,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
